,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,総取引における距離の平均,1900.0,合算地,19000,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,8.0
,売りたい家の数,13,買いたい家の数,10,
,売れた家の数,10,買えた家の数,10,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Taft,1500,108001,10,6
,Reagan,Nixson,1500,69801,9,9
,Hoover,Arthur,2000,257501,10,3
,Truman,Bush,1500,257501,10,4
,Clinton,Ford,2500,348001,7,1
,Obama,Carter,1500,45801,7,10
,Washington,Tyler,3500,97001,8,7
,Polk,Pierce,4000,336001,4,2
,Lincoln,Mckinley,1500,108001,7,6
,Grant,Cleveland,2000,74801,3,8
,総取引における距離の平均,2150.0,合算地,21500,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,7.0
,売りたい家の数,6,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Nixson,Eisenhower,1500,309801,5,2
,Taft,Reagan,1000,193301,4,5
,Carter,Kennedy,2000,302401,4,3
,Tyler,Roosevelt,2500,312801,3,1
,Cleveland,Hoover,1500,33801,4,6
,Mckinley,Johnson,4500,302401,6,4
,総取引における距離の平均,2166.0,合算地,13000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,2,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Coolidge,Taylor,3000,74801,1,2
,Harrison,Kennedy,3500,309800,1,1
,総取引における距離の平均,3250.0,合算地,6500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,3,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Harrison,4000,245001,3,2
,Kennedy,Fillmore,2500,94401,3,3
,Taylor,Coolidge,3000,264800,3,1
,総取引における距離の平均,3166.0,合算地,9500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,9,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Fillmore,Garfield,1500,168000,1,1
,総取引における距離の平均,1500.0,合算地,1500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,13,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Jackson,2500,69801,5,3
,Ford,Buchanan,1500,115201,5,2
,Obama,Hayes,3000,45801,5,4
,Polk,Lincoln,3000,336001,5,1
,総取引における距離の平均,2500.0,合算地,10000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,14,買いたい家の数,9,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hoover,Washington,2000,257501,9,3
,Jackson,Obama,2000,198001,8,6
,Buchanan,Jefferson,1000,247901,6,4
,Lincoln,Polk,3000,108001,6,7
,Grant,Tyler,2000,74801,8,8
,Hayes,Madison,2000,218701,5,5
,Garfield,Buren,2000,33801,7,9
,Arthur,Cleveland,500,309801,3,1
,Mckinley,Clinton,3000,302400,9,2
,総取引における距離の平均,1944.0,合算地,17500,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,6.0
,売りたい家の数,13,買いたい家の数,12,
,売れた家の数,12,買えた家の数,12,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Hoover,1000,108001,12,7
,Roosevelt,Grant,3500,108001,11,6
,Nixson,Arthur,2000,309801,10,3
,Taft,Pierce,2500,193301,11,4
,Clinton,Reagan,2000,348001,11,1
,Washington,Ford,1000,97001,9,8
,Jefferson,Truman,1000,45801,9,10
,Madison,Harrison,2000,26401,10,12
,Monroe,Eisenhower,3000,108001,9,7
,Tyler,Carter,2000,312801,7,2
,Buren,Coolidge,1000,94401,7,9
,Cleveland,Mckinley,1000,33801,1,11
,総取引における距離の平均,1833.0,合算地,22000,何番目に好きな人に売れたの平均,6.0,何番目に好きな人から買えたの平均,8.0
,売りたい家の数,7,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Roosevelt,500,158801,5,5
,Truman,Nixson,2500,257501,4,4
,Carter,Taft,1000,302401,3,3
,Coolidge,Monroe,1000,74801,5,6
,Pierce,Taylor,500,309801,1,1
,Harrison,Bush,3000,309801,6,2
,総取引における距離の平均,1416.0,合算地,8500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,3,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Taylor,Fillmore,3500,264800,1,1
,総取引における距離の平均,3500.0,合算地,3500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,4,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Fillmore,Obama,1000,1,1,1
,総取引における距離の平均,1000.0,合算地,1000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,10,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Obama,Mckinley,2500,2,1,2
,Arthur,Garfield,500,2,2,2
,総取引における距離の平均,1500.0,合算地,3000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
